_id,Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
5202,5202,161795,2015-08-06T14:23:25,Electrocentrale Bucuresti S.A.,RO 15189596,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,12646,RON,Online,NU,NU,71900000-7,Servicii de laborator (Rev.2)
5203,5203,161796,2015-08-06T14:24:04,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102.0,Dolj,Servicii,DA,Negociere,Pretul cel mai scazut,1382678,RON,Offline,NU,NU,72314000-9,Servicii de colectare si de colationare de date (Rev.2)
5204,5204,161803,2015-08-06T14:24:22,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,552496.459999999962747097015380859375,RON,Offline,NU,NU,42416300-8,Dispozitive de ridicare (Rev.2)
5205,5205,161806,2015-08-06T14:25:33,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,25200,RON,Offline,NU,NU,71320000-7,Servicii de conceptie tehnica (Rev.2)
5206,5206,161809,2015-08-06T14:26:10,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,144000,RON,Offline,NU,NU,43121400-1,Echipament de interventie pentru sonde (Rev.2)
5207,5207,161812,2015-08-06T14:26:36,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,46900,RON,Online,NU,NU,03211200-5,Porumb (Rev.2)
5208,5208,161813,2015-08-06T14:26:56,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,30000,RON,Online,NU,NU,15710000-8,Furaje preparate pentru animale de ferma sau pentru alte animale (Rev.2)
5209,5209,161838,2015-08-07T01:30:00,Municipiul Lupeni,4375046.0,Hunedoara,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,6498725,RON,Offline,DA,DA,33100000-1,Echipamente medicale (Rev.2)
5210,5210,161802,2015-08-07T01:30:00,JUDETUL BIHOR,4244997.0,Bihor,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,1059277.75,RON,Online,DA,NU,71322000-1,Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)
5211,5211,161804,2015-08-07T01:30:00,Inspectoratul General de Aviatie al  M.A.I.,24367374.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,552500,EUR,Offline,DA,NU,50211000-7,Servicii de reparare si de intretinere a aeronavelor (Rev.2)
5212,5212,161805,2015-08-07T01:30:00,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2668914.5,RON,Offline,DA,NU,15894220-9,Mancare pentru spitale (Rev.2)
5213,5213,161839,2015-08-07T01:30:00,UNIVERSITATEA TEHNICA GHEORGHE ASACHI DIN IASI,4701606.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2204322.58000000007450580596923828125,RON,Offline,DA,DA,38970000-5,"Simulator tehnic de cercetare, de testare si stiintific (Rev.2)"
5214,5214,161797,2015-08-07T01:30:00,JUDETUL GIURGIU,4938042.0,Giurgiu,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,706834.80000000004656612873077392578125,RON,Offline,DA,NU,90620000-9,Servicii de deszapezire (Rev.2)
5215,5215,161811,2015-08-07T01:30:00,AGENTIA DE PLATI SI INTERVENTIE PENTRU AGRICULTURA,16517187.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,2601231.8999999999068677425384521484375,RON,Online,DA,NU,64000000-6,Servicii postale si de telecomunicatii (Rev.2)
5216,5216,161819,2015-08-07T01:30:00,JUDETUL  VRANCEA(CONSILIUL JUDETEAN),4350394.0,Vrancea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,17227052,RON,Offline,DA,DA,34144512-0,Vehicule de compactare a deseurilor menajere (Rev.2)
5217,5217,161825,2015-08-07T11:18:15,Orasul Baicoi(Primaria Oras Baicoi),2845710.0,Prahova,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,18082412.5500000007450580596923828125,RON,Online,NU,NU,45233120-6,Lucrari de constructii de drumuri (Rev.2)
5218,5218,161831,2015-08-07T11:20:58,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,323134.5,RON,Offline,NU,NU,34942000-2,Echipament de semnalizare (Rev.2)
5219,5219,161841,2015-08-07T11:25:47,SPITALUL CLINIC DE BOLI INFECTIOASE SI PNEUMOFTIZIOLOGIE DR VICTOR BABES TIMISOARA,2487647.0,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,407257,RON,Offline,NU,NU,39721410-9,Aparate cu gaz (Rev.2)
5220,5220,161842,2015-08-07T11:26:13,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,569906.400000000023283064365386962890625,RON,Online,NU,NU,33621100-0,Antitrombotice (Rev.2)
5221,5221,161818,2015-08-07T11:30:31,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,102850,RON,Offline,NU,NU,71320000-7,Servicii de conceptie tehnica (Rev.2)
5222,5222,161821,2015-08-07T11:30:53,Universitatea din Bucuresti,4505502.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,6444,RON,Offline,NU,NU,33696300-8,Reactivi chimici (Rev.2)
5223,5223,161824,2015-08-07T11:32:54,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,43613,RON,Online,NU,NU,18143000-3,Echipamente de protectie (Rev.2)
5224,5224,161828,2015-08-07T11:36:00,Filiala de Distributie a Energiei Electrice  ELECTRICA  DISTRIBUTIE TRANSILVANIA NORD S.A.,RO14476722,Cluj,Furnizare,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,527463,RON,Offline,NU,NU,31213200-4,Transformatoare de distributie (Rev.2)
5225,5225,161829,2015-08-07T11:40:28,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,79657.119999999995343387126922607421875,RON,Offline,NU,NU,50512000-7,Servicii de reparare si de intretinere a vanelor (Rev.2)
5226,5226,161832,2015-08-07T12:33:30,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,71908.199999999997089616954326629638671875,RON,Online,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
5227,5227,161833,2015-08-07T12:34:00,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,304483.9600000000209547579288482666015625,RON,Offline,NU,NU,18812200-6,Cizme de cauciuc (Rev.2)
5228,5228,161834,2015-08-07T12:34:33,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,148377.9299999999930150806903839111328125,RON,Offline,NU,NU,50730000-1,Servicii de reparare si de intretinere a grupurilor de refrigerare (Rev.2)
5229,5229,161835,2015-08-07T12:34:55,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,260000,RON,Offline,NU,NU,50531000-6,Servicii de reparare si de intretinere a masinilor neelectrice (Rev.2)
5230,5230,161837,2015-08-07T12:35:16,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,90000,RON,Offline,NU,NU,44442000-0,Rulmenti cu role (Rev.2)
5231,5231,161844,2015-08-07T12:35:47,Filiala de Distributie a Energiei  Electrice - Electrica Distributie Muntenia Nord S.A.,RO 14506181,Prahova,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,240397,RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
5232,5232,161845,2015-08-07T12:36:07,Filiala de Distributie a Energiei  Electrice - Electrica Distributie Muntenia Nord S.A.,RO 14506181,Prahova,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,377546,RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
5233,5233,161822,2015-08-08T01:30:01,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2062800,RON,Offline,DA,NU,34928400-2,Mobilier urban (Rev.2)
5234,5234,161868,2015-08-08T01:30:01,SECOM S.A. - DROBETA TURNU SEVERIN,RO 1605884,Mehedinti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,48076455.229999996721744537353515625,RON,Offline,DA,DA,45232150-8,Lucrari pentru conducte de alimentare cu apa (Rev.2)
5235,5235,161814,2015-08-08T01:30:01,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,14989385.039999999105930328369140625,RON,Offline,DA,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
5236,5236,161854,2015-08-08T01:30:01,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,22433996.8000000007450580596923828125,RON,Offline,DA,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
5237,5237,161815,2015-08-08T01:30:01,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,22441225.600000001490116119384765625,RON,Offline,DA,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
5238,5238,161843,2015-08-08T01:30:01,SPITALUL DE PSIHIATRIE SI PENTRU MASURI DE SIGURANTA JEBEL,5189300.0,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,607750,RON,Offline,DA,NU,09211800-9,Uleiuri minerale si preparate din petrol (Rev.2)
5239,5239,161817,2015-08-08T01:30:01,Ministerul Apararii Nationale - Unitatea Militara 01145,27741219.0,Neamt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1353423.370000000111758708953857421875,RON,Offline,DA,NU,42600000-2,Masini-unelte (Rev.2)
5240,5240,161866,2015-08-08T01:30:01,CONSILIUL JUDETEAN BRAILA,4205491.0,Braila,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,5000000,RON,Offline,DA,NU,90620000-9,Servicii de deszapezire (Rev.2)
5241,5241,161830,2015-08-08T01:30:01,Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,15418983.0,Satu Mare,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1309198.78000000002793967723846435546875,RON,Offline,DA,NU,15131000-5,Conserve si produse din carne (Rev.2)
5242,5242,161836,2015-08-08T01:30:01,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Constanta,4707706.0,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,800232,RON,Offline,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
5243,5243,161823,2015-08-08T01:30:01,Spitalul Clinic de Psihiatrie Prof. Dr. Alexandru Obregia,4266162.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,633600,RON,Offline,DA,NU,98310000-9,Servicii de spalatorie si de curatatorie uscata (Rev.2)
5244,5244,161853,2015-08-08T01:30:01,Institutul Regional de Oncologie Iasi,29067408.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2438430.0200000000186264514923095703125,RON,Offline,DA,DA,38433300-2,Analizoare de spectru (Rev.2)
5245,5245,161840,2015-08-08T01:30:01,Transal Urbis S.R.L.,18310039.0,Caras-Severin,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,4010000,RON,Offline,DA,NU,34121000-1,Autobuze si autocare (Rev.2)
5246,5246,161826,2015-08-08T01:30:01,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI BIHOR,17091429.0,Bihor,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2427352.200000000186264514923095703125,RON,Offline,DA,NU,15894200-3,Mancare preparata (Rev.2)
5247,5247,161857,2015-08-08T01:30:01,INSPECTORATUL GENERAL AL POLITIEI ROMANE,4453144.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4636250,RON,Offline,DA,DA,48000000-8,Pachete software si sisteme informatice (Rev.2)
5248,5248,161885,2015-08-10T09:31:48,"Universitatea de Stiinte Agricole si Medicina Veterinara "" Ion Ionescu de la Brad"" Iasi",4541840.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,532600,RON,Online,NU,DA,16600000-1,Utilaje agricole sau forestiere specializate (Rev.2)
5249,5249,161900,2015-08-10T10:32:15,Universitatea de Medicina si Farmacie din Craiova,10815397.0,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,87932.9299999999930150806903839111328125,RON,Offline,NU,DA,38434570-2,Analizoare hematologice (Rev.2)
5250,5250,161847,2015-08-10T14:11:59,SPITALUL CLINIC JUDETEAN DE URGENTA SIBIU,4240898.0,Sibiu,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,446207.7999999999883584678173065185546875,RON,Online,NU,NU,33140000-3,Consumabile medicale (Rev.2)
5251,5251,161849,2015-08-10T14:23:40,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,14751237.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4500,RON,Offline,NU,NU,38433200-1,Echipament de masurare a emisiilor (Rev.2)
5252,5252,161852,2015-08-10T15:02:33,SPITALUL DE PSIHIATRIE SI PENTRU MASURI DE SIGURANTA PADURENI GRAJDURI,11732192.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,568294.71999999997206032276153564453125,RON,Online,NU,NU,33690000-3,Diverse medicamente (Rev.2)
5253,5253,161863,2015-08-10T15:03:45,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,36000,RON,Offline,NU,NU,31000000-6,"Masini, aparate, echipamente si consumabile electrice; iluminat (Rev.2)"
5254,5254,161864,2015-08-10T15:04:21,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,497139.599999999976716935634613037109375,RON,Online,NU,NU,33621100-0,Antitrombotice (Rev.2)
5255,5255,161865,2015-08-10T15:31:42,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,571704,RON,Online,NU,NU,33621400-3,Substituenti de plasma sanguina si solutii pentru perfuzii (Rev.2)
5256,5256,161870,2015-08-10T15:32:12,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,21847116.100000001490116119384765625,RON,Offline,NU,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
5257,5257,161873,2015-08-10T15:32:48,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,21816591.7600000016391277313232421875,RON,Offline,NU,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
5258,5258,161874,2015-08-10T15:33:41,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,21602718.6600000001490116119384765625,RON,Offline,NU,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
5259,5259,161875,2015-08-10T15:34:19,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,20950791.67000000178813934326171875,RON,Offline,NU,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
5260,5260,161876,2015-08-10T15:35:14,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,21832303.960000000894069671630859375,RON,Offline,NU,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
5261,5261,161877,2015-08-10T15:36:35,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,21813807.2699999995529651641845703125,RON,Offline,NU,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
5262,5262,161879,2015-08-10T15:47:40,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,564582,RON,Offline,NU,NU,34942000-2,Echipament de semnalizare (Rev.2)
5263,5263,161880,2015-08-10T15:49:47,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1099192,RON,Offline,NU,NU,31000000-6,"Masini, aparate, echipamente si consumabile electrice; iluminat (Rev.2)"
5264,5264,161881,2015-08-10T15:50:33,SPITAL DE PNEUMOFTIZIOLOGIE ROSIORII DE VEDE,4568250.0,Teleorman,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,950227.05000000004656612873077392578125,RON,Offline,NU,NU,45000000-7,Lucrari de constructii (Rev.2)
5265,5265,161890,2015-08-10T15:50:56,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,551692.079999999958090484142303466796875,RON,Online,NU,NU,33690000-3,Diverse medicamente (Rev.2)
5266,5266,161915,2015-08-10T15:54:51,MINISTERUL EDUCATIEI SI CERCETARII STIINTIFICE,13729380.0,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,19276147.070000000298023223876953125,RON,Offline,NU,NU,45214100-1,Lucrari de constructii de gradinite (Rev.2)
5267,5267,161846,2015-08-10T15:57:48,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,25000,RON,Online,NU,NU,42124000-4,"Piese pentru pompe, pentru compresoare, pentru masini sau pentru motoare (Rev.2)"
5268,5268,161850,2015-08-10T15:58:11,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,366080,RON,Offline,NU,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
5269,5269,161855,2015-08-10T15:59:00,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,10000,RON,Offline,NU,NU,50222000-7,Servicii de reparare si de intretinere a materialului rulant (Rev.2)
5270,5270,161856,2015-08-10T16:06:21,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,40000,RON,Offline,NU,NU,71321200-6,Servicii de proiectare a sistemelor de incalzire (Rev.2)
5271,5271,161858,2015-08-10T16:06:44,Electrocentrale Bucuresti S.A.,RO 15189596,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,5400,RON,Online,NU,NU,42124000-4,"Piese pentru pompe, pentru compresoare, pentru masini sau pentru motoare (Rev.2)"
5272,5272,161903,2015-08-10T16:07:09,Compania Nationala a Uraniului - S.A. Bucuresti,10254529.0,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,247095.83999999999650754034519195556640625,RON,Online,NU,NU,50511100-1,Servicii de reparare si de intretinere a pompelor de lichid (Rev.2)
5273,5273,161862,2015-08-10T16:08:48,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,42450,RON,Online,NU,NU,24453000-4,Erbicide (Rev.2)
5274,5274,161867,2015-08-10T16:09:15,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,70000,RON,Offline,NU,NU,71335000-5,Studii tehnice (Rev.2)
5275,5275,161871,2015-08-10T16:30:45,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,64904.3199999999997089616954326629638671875,RON,Offline,NU,NU,98310000-9,Servicii de spalatorie si de curatatorie uscata (Rev.2)
5276,5276,161878,2015-08-10T16:32:08,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,65000,RON,Offline,NU,NU,50700000-2,Servicii de reparare si de intretinere a instalatiilor de constructii (Rev.2)
5277,5277,161884,2015-08-10T16:33:28,Regia Autonoma de Transport Bucuresti,1589886.0,Bucuresti,Furnizare,DA,Negociere,Pretul cel mai scazut,810000,RON,Offline,NU,NU,42512400-2,Dispozitive de climatizare pentru vehicule (Rev.2)
5278,5278,161887,2015-08-10T16:34:56,Filiala de Distributie a Energiei  Electrice - Electrica Distributie Muntenia Nord S.A.,RO 14506181,Prahova,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,706500,RON,Offline,NU,NU,30213100-6,Computere portabile (Rev.2)
5279,5279,161886,2015-08-11T01:30:01,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,1014499.19999999995343387126922607421875,RON,Offline,DA,NU,60170000-0,Inchiriere de vehicule de transport de persoane cu sofer (Rev.2)
5280,5280,161919,2015-08-11T01:30:01,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR COVASNA,4404362.0,Covasna,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,2905221.2799999997951090335845947265625,RON,Offline,DA,NU,85200000-1,Servicii veterinare (Rev.2)
5281,5281,161889,2015-08-11T01:30:01,Filiala de Intretinere si Servicii Energetice ELECTRICA SERV -S.A.,RO 17329505,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,5266300,RON,Offline,DA,NU,38341300-0,Instrumente de masurare a marimilor electrice (Rev.2)
5282,5282,161860,2015-08-11T01:30:01,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,4288080.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,21036000,RON,Online,DA,NU,33111721-1,Aparate de angiografie digitala (Rev.2)
5283,5283,161928,2015-08-11T01:30:01,INSTITUTUL ONCOLOGIC PROF DR ALEXANDRU TRESTIOREANU,4203709.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,18879777.1200000010430812835693359375,RON,Offline,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
5284,5284,161926,2015-08-11T01:30:01,AGENTIA NATIONALA DE CADASTRU SI PUBLICITATE IMOBILIARA,9051601.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,696774.1899999999441206455230712890625,EUR,Online,DA,DA,48329000-0,Sistem de prelucrare a imaginilor si de arhivare (Rev.2)
